File Name,INPUT_1_BuildingNumber,Service Type,Service Category,INPUT_1_FacilityName,INPUT_1_Address,INPUT_2_ Address,Building Number,INPUT_1_Borough,INPUT_1_ZipCode,Latitude2,Longitude2,INPUT_1_Phone2,Column3,INPUT_1_AdditionalInfo2,OUTPUT_BBL,OUTPUT_BIN,OUTPUT_City_Council_District,OUTPUT_Community_District,OUTPUT_NTA_Name,Location
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 19820 Williamsbridge Rd,1820 Williamsbridge Road,,,BRONX,10461,40.71182833,-73.78745495,(718) 319-8356,,<p>Ask a staff member to check your blood pressure.</p>,2042000035,2046710,13,211,Pelham Parkway,"(40.71182833, -73.78745495)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Stop & Shop,70-20 Rockaway Beach Boulevard,,,QUEENS,11692,40.73024733,-73.88729729,(718) 318-6285,,,4160810045,4541377,31,414,Hammels-Arverne-Edgemere,"(40.73024733, -73.88729729)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 1471 Broadway,1471 Broadway,,,MANHATTAN,10036,40.73390888,-73.9898715,(212) 302-0552,,<p>Ask a staff member to check your blood pressure.</p>,1009950001,1022581,03,105,Midtown-Midtown South,"(40.73390888, -73.9898715)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Washington Pharmacy,484 East Tremont Avenue,,,BRONX,10457,40.60706987,-73.96267849,(718) 466-5555,,<p>Ask a staff member to check your blood pressure.</p>,2029180016,2009577,15,206,Claremont-Bathgate,"(40.60706987, -73.96267849)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Upgrade Pharmacy,679 East 138th Street,,,BRONX,10454,40.86455475,-73.90380819,,,,2025670001,2003805,08,201,Mott Haven-Port Morris,"(40.86455475, -73.90380819)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Val-U Drugs,822 Clarkson Avenue,,,BROOKLYN,11203,40.63627955,-73.94782853,(718) 773-5547,,<p>Ask a staff member to check your blood pressure.</p>,3046360006,3100812,41,317,Rugby-Remsen Village,"(40.63627955, -73.94782853)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 5001 Church Ave,5001 Church Avenue,,,BROOKLYN,11203,40.62589087,-73.92815655,(347) 557-0959,,<p>Ask a staff member to check your blood pressure.</p>,3046760043,3102134,41,317,Rugby-Remsen Village,"(40.62589087, -73.92815655)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 112-55 Farmers Blvd,112-55 Farmers Boulevard,,,QUEENS,11412,40.70707813,-73.75112747,(718) 465-1650,,<p>Ask a staff member to check your blood pressure.</p>,4109690092,4235080,27,412,St. Albans,"(40.70707813, -73.75112747)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Successful Pharmacy,1301 Avenue U,,,BROOKLYN,11229,40.83602354,-73.90752851,(718) 676-1516,,<p>Ask a staff member to check your blood pressure.</p>,3073180049,3198038,48,315,Homecrest,"(40.83602354, -73.90752851)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Sy Pharmacy,215 West 116th Street,,,MANHATTAN,10026,40.83769376,-73.88758076,(212) 665-8880,,<p>Ask a staff member to check your blood pressure.</p>,1019220020,1058376,09,110,Central Harlem South,"(40.83769376, -73.88758076)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Specialty Care Pharmacy,4463 3rd Avenue,,,BRONX,10457,40.54169182,-74.14650945,,,,2030480031,2011529,15,206,East Tremont,"(40.54169182, -74.14650945)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 1242 Liberty Ave,1242 Liberty Avenue,,,BROOKLYN,11208,40.69248234,-73.74531509,(929) 258-3119,,<p>Ask a staff member to check your blood pressure.</p>,3042070016,3094536,37,305,Cypress Hills-City Line,"(40.69248234, -73.74531509)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Trinity Rx,75-21 Myrtle Avenue,,,QUEENS,11385,40.70004024,-73.83075949,(718) 366-2109,,<p>Ask a staff member to check your blood pressure.</p>,4038250034,4093220,30,405,Glendale,"(40.70004024, -73.83075949)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Sunrise Pharmacy,111-21 Jamaica Avenue,,,QUEENS,11418,40.74633153,-73.91595414,(718) 441-1426,,<p>Ask a staff member to check your blood pressure.</p>,4092250029,4192651,32,409,Richmond Hill,"(40.74633153, -73.91595414)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Tammy Care Pharmacy,2641 Jerome Avenue,,,BRONX,10468,40.80207178,-73.93698847,(718) 933-4000,,<p>Ask a staff member to check your blood pressure.</p>,2032020042,2014398,14,207,Kingsbridge Heights,"(40.80207178, -73.93698847)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 589 Prospect Ave,589 Prospect Avenue,,,BROOKLYN,11215,40.71288429,-73.90597217,(347) 955-3029,,<p>Ask a staff member to check your blood pressure.</p>,3011160043,3027435,39,307,Windsor Terrace,"(40.71288429, -73.90597217)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 2504 Eastchester Rd,2504 Eastchester Road,,,BRONX,10469,40.82581919,-73.91924986,(718) 881-1578,,<p>Ask a staff member to check your blood pressure.</p>,2044810015,2053036,13,211,Allerton-Pelham Gardens,"(40.82581919, -73.91924986)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 3082 Avenue U,3082 Avenue U,,,BROOKLYN,11229,40.65080016,-73.94942442,(347) 738-5752,,<p>Ask a staff member to check your blood pressure.</p>,3073690001,3396922,46,315,Madison,"(40.65080016, -73.94942442)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,South Side Pharmacy & Health Shop,432 Bedford Avenue,,,BROOKLYN,11211,40.81727971,-73.8918388,(718) 782-7200,,<p>Ask a staff member to check your blood pressure.</p>,3021370026,3059593,33,301,North Side-South Side,"(40.81727971, -73.8918388)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Vera I Pharmacy,94-02 63rd Drive,,,QUEENS,11374,40.67258437,-73.77084256,(718) 997-1777,,<p>Ask a staff member to check your blood pressure.</p>,4030830050,4072132,29,406,Rego Park,"(40.67258437, -73.77084256)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Staywell Pharmacy,172 Watkins Street,,,BROOKLYN,11212,40.83369929,-73.91535911,(718) 498-7800,,<p>Ask a staff member to check your blood pressure.</p>,3035260220,3081145,41,316,Brownsville,"(40.83369929, -73.91535911)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 1328 2nd Ave,1328 2nd Avenue,,,MANHATTAN,10021,40.70292354,-73.8190234,(718) 734-6076,,<p>Ask a staff member to check your blood pressure.</p>,1014457501,1044853,05,108,Lenox Hill-Roosevelt Island,"(40.70292354, -73.8190234)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,SKS Pharmacy,611 Livonia Avenue,,,BROOKLYN,11207,40.68798489,-73.98029427,,,<p>Ask a staff member to check your blood pressure.</p>,3038057501,3413699,42,305,East New York (Pennsylvania Ave),"(40.68798489, -73.98029427)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,The Lobby Pharmacy,374 Stockholm Street,,,BROOKLYN,11237,40.69506367,-73.84613818,(718) 821-0808,,<p>Ask a staff member to check your blood pressure.</p>,3032600001,3074262,37,304,Bushwick North,"(40.69506367, -73.84613818)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 2431 Boston Rd,2431 Boston Road,,,BRONX,10467,40.61352474,-73.92676882,(718) 652-0492,,<p>Ask a staff member to check your blood pressure.</p>,2044300004,2051305,15,211,Bronxdale,"(40.61352474, -73.92676882)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 104-25 Queens Blvd,104-25 Queens Boulevard,,,QUEENS,11436,40.74953254,-73.86255626,(718) 896-7901,,<p>Ask a staff member to check your blood pressure.</p>,4021400001,4051287,29,406,Forest Hills,"(40.74953254, -73.86255626)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Stop & Shop,2136 Bartow Avenue,,,BRONX,10475,40.58270141,-73.98624042,(718) 320-2904,,,2051410810,2121320,12,210,Co-op City,"(40.58270141, -73.98624042)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Zive Pharmacy,811 Lydig Avenue,,,BRONX,10462,40.87392407,-73.87928218,(718) 824-6060,,<p>Ask a staff member to check your blood pressure.</p>,2043220005,2049429,13,211,Pelham Parkway,"(40.87392407, -73.87928218)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Tu Quynh Pharmacy,230 Grand Street,,,MANHATTAN,10013,40.81234674,-73.90340708,(212) 219-8998,,<p>Ask a staff member to check your blood pressure.</p>,1004700064,1006953,01,102,SoHo-TriBeCa-Civic Center-Little Italy,"(40.81234674, -73.90340708)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Top Value Pharmacy,3811 Dyre Avenue,,,BRONX,10466,40.82410664,-73.85955803,(718) 325-1355,,<p>Ask a staff member to check your blood pressure.</p>,2049470043,2066435,12,212,Eastchester-Edenwald-Baychester,"(40.82410664, -73.85955803)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 755 Broadway,755 Broadway,,,BROOKLYN,11206,40.72699245,-73.81218208,(718) 963-2702,,<p>Ask a staff member to check your blood pressure.</p>,3031300002,3071670,34,304,Bushwick South,"(40.72699245, -73.81218208)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Westchester Pharmacy,1780 Westchester Avenue,,,BRONX,10472,40.718308,-73.99591636,(718) 829-2348,,<p>Ask a staff member to check your blood pressure.</p>,2037630030,2024694,18,209,Soundview-Bruckner,"(40.718308, -73.99591636)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Ulises Pharmacy,91-08 37th Avenue,,,QUEENS,11480,40.59885238,-73.95609332,(718) 458-4500,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.59885238, -73.95609332)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Stop & Shop,3106 Farrington Street,,,QUEENS,11354,40.68344963,-73.97561559,(718) 886-6262,,,4044060032,4100769,20,407,Flushing,"(40.68344963, -73.97561559)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Standard Pharmacy,37-51 73rd Street,,,QUEENS,11477,40.86374883,-73.91943139,(718) 899-8900,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.86374883, -73.91943139)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 1404 Rockaway Pkwy,1404 Rockaway Parkway,,,BROOKLYN,11236,40.78531658,-73.84575187,(718) 257-2916,,<p>Ask a staff member to check your blood pressure.</p>,3081650055,3325427,42,318,Canarsie,"(40.78531658, -73.84575187)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 350 5th Ave,350 5th Avenue,,,MANHATTAN,10118,40.76161016,-73.93015743,(212) 868-5790,,<p>Ask a staff member to check your blood pressure.</p>,1008350041,1015862,04,105,Midtown-Midtown South,"(40.76161016, -73.93015743)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Super Script Pharmacy,135-06 Jamaica Avenue,,,QUEENS,11418,40.73651269,-73.85912272,(718) 374-3939,,<p>Ask a staff member to check your blood pressure.</p>,4093420014,4442218,29,409,Richmond Hill,"(40.73651269, -73.85912272)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Uptown Chemists,4027 Broadway,,,MANHATTAN,10032,40.79680511,-73.93790002,(212) 923-6000,,<p>Ask a staff member to check your blood pressure.</p>,1021380159,1081867,10,112,Washington Heights South,"(40.79680511, -73.93790002)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 2101 Church Ave,2101 Church Avenue,,,BROOKLYN,11226,40.70675834,-73.95041335,(718) 469-7012,,<p>Ask a staff member to check your blood pressure.</p>,3050820055,3116593,40,314,Flatbush,"(40.70675834, -73.95041335)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Wakefield Pharmacy,4338 White Plains Road,,,BRONX,10466,40.58661169,-73.9457541,(718) 547-0040,,<p>Ask a staff member to check your blood pressure.</p>,2050430028,2069784,11,212,Woodlawn-Wakefield,"(40.58661169, -73.9457541)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,St. Jesus Pharmacy,4180 Broadway,,,MANHATTAN,10033,40.7780198,-73.94854751,(212) 923-5733,,<p>Ask a staff member to check your blood pressure.</p>,1021450022,1063561,10,112,Washington Heights South,"(40.7780198, -73.94854751)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Simpson Pharmacy,1014 Westchester Avenue,,,BRONX,10459,40.65198071,-73.92923473,,,<p>Ask a staff member to check your blood pressure.</p>,2027240032,2005770,17,202,Hunts Point,"(40.65198071, -73.92923473)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Thomas Drugs,171 Columbus Avenue,,,MANHATTAN,10023,40.81360718,-73.92228851,(212) 877-7340,,<p>Ask a staff member to check your blood pressure.</p>,1011200064,1028256,06,107,Lincoln Square,"(40.81360718, -73.92228851)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,V.L.S. Pharmacy,4402 5th Avenue,,,BROOKLYN,11220,40.83836739,-73.92628546,(718) 854-1384,,<p>Ask a staff member to check your blood pressure.</p>,3007380036,3011202,38,307,Sunset Park West,"(40.83836739, -73.92628546)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Sure Drugs,312 Ralph Avenue,,,BROOKLYN,11233,40.61726218,-73.94462689,,,,3017040038,3048053,41,303,Crown Heights North,"(40.61726218, -73.94462689)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 93-12 Astoria Blvd,93-12 Astoria Boulevard,,,QUEENS,11386,40.73978449,-73.87834975,(718) 426-3455,,<p>Ask a staff member to check your blood pressure.</p>,4013670048,4032550,21,403,Jackson Heights,"(40.73978449, -73.87834975)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Thriftway Pharmacy,1909 Kings Highway,,,BROOKLYN,11229,40.67543046,-73.95988577,(718) 339-3500,,<p>Ask a staff member to check your blood pressure.</p>,3067820004,3342397,48,315,Madison,"(40.67543046, -73.95988577)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Well-Care Pharmacy,397 East 167th Street,,,BRONX,10456,40.75299251,-73.82717752,(718) 590-0853,,<p>Ask a staff member to check your blood pressure.</p>,2024260082,2002088,16,204,East Concourse-Concourse Village,"(40.75299251, -73.82717752)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 127-04 Guy R Brewer Blvd,127-04 Guy R Brewer Boulevard,,,QUEENS,11498,40.67906682,-73.86323564,(718) 978-4458,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.67906682, -73.86323564)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Stop & Shop,2754 Hylan Boulevard,,,STATEN ISLAND,10306,40.58955635,-73.7996768,(718) 980-2059,,,5039830130,5107591,50,502,Oakwood-Oakwood Beach,"(40.58955635, -73.7996768)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 1847 Rockaway Pkway,1847 Rockaway Parkway,,,BROOKLYN,11236,40.8508746,-73.85180565,(718) 251-0426,,<p>Ask a staff member to check your blood pressure.</p>,3082810024,3233728,46,318,Canarsie,"(40.8508746, -73.85180565)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 1134 East New York Ave,1134 East New York Avenue,,,BROOKLYN,11212,40.6995417,-73.76313994,(718) 778-7901,,<p>Ask a staff member to check your blood pressure.</p>,3046000007,3099552,41,317,Brownsville,"(40.6995417, -73.76313994)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Stat Rx Pharmacy,235 East 167th Street,,,BRONX,10456,40.84614099,-73.91889257,,,,2024530095,2002703,16,204,East Concourse-Concourse Village,"(40.84614099, -73.91889257)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Sunset Park Pharmacy,4510 5th Avenue,,,BROOKLYN,11220,40.69702172,-73.83694839,(718) 633-6533,,,3007470040,3011562,38,307,Sunset Park West,"(40.69702172, -73.83694839)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 406 E Fordham Rd,406 East Fordham Road,,,BRONX,10458,40.69317878,-73.97101065,(718) 220-2461,,<p>Ask a staff member to check your blood pressure.</p>,2030337501,2116415,15,206,Fordham South,"(40.69317878, -73.97101065)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 3085 E Tremont Ave,3085 East Tremont Avenue,,,BRONX,10461,40.60127741,-73.93576347,(718) 863-2677,,<p>Ask a staff member to check your blood pressure.</p>,2053740001,2074137,13,210,Schuylerville-Throgs Neck-Edgewater Park,"(40.60127741, -73.93576347)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Specialty Chemist,65-60 Fresh Meadow Lane,,,QUEENS,11439,40.85247608,-73.89244284,(860) 869-5522,,<p>Ask a staff member to check your blood pressure.</p>,4069150001,4149371,24,408,Pomonok-Flushing Heights-Hillcrest,"(40.85247608, -73.89244284)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Webster Drugs,753 East Tremont Avenue,,,BRONX,10457,40.84691443,-73.89755548,,,,2030930050,2012647,17,206,East Tremont,"(40.84691443, -73.89755548)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Union Scripts,180-30 Union Turnpike,,,QUEENS,11440,40.76828176,-73.92439579,(718) 969-9500,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.76828176, -73.92439579)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,ShopRite,1080 McDonald Avenue,,,BROOKLYN,11230,40.52797357,-74.23518138,718) 252-8535,,,3054570110,3129321,44,312,Borough Park,"(40.52797357, -74.23518138)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Variety Drugs,169-33 137th Avenue,,,QUEENS,11496,40.70212937,-73.81671014,(718) 723-2100,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.70212937, -73.81671014)"
